CreatedById,CourseId,Id,QuestionText,QuestionType,Marks,DifficultyIndex,CorrectRate,TimesAnswered
9,2,65,What is a deadlock?,TrueFalse,5,,,
7,139,3489,What is a deadlock?,MCQ,2,,,
15,93,2300,Which algorithm underlies RSA?,MCQ,3,,,
12,195,4982,Which OSI layer handles routing?,TrueFalse,2,,,
2,103,2504,What does API stand for?,MCQ,5,,,
2,8,5321,What does OOP stand for?,MCQ,2,,,
13,117,2964,Which sorting algorithm has worst-case O(n²)?,MCQ,2,,,
2,60,1325,Which OSI layer handles routing?,MCQ,5,,,
13,130,3367,What is normalization in databases?,ShortAnswer,1,,,
10,58,1272,What is the time complexity of binary search?,MCQ,1,,,
7,103,2486,Which sorting algorithm has worst-case O(n²)?,MCQ,1,,,
12,82,5086,Which data structure uses LIFO?,MCQ,2,,,
15,144,3637,Which protocol is stateless?,ShortAnswer,2,,,
6,191,4906,Output of 2**3 in Python?,TrueFalse,1,,,
6,149,3799,Which OSI layer handles routing?,MCQ,3,,,
4,141,3528,What is a foreign key?,ShortAnswer,3,,,
7,119,3070,What is the time complexity of binary search?,MCQ,5,,,
12,41,894,Output of 2**3 in Python?,MCQ,1,,,
11,38,811,Which is NOT a supervised learning algorithm?,MCQ,1,,,
11,32,713,Which OSI layer handles routing?,MCQ,2,,,
7,86,2126,What is a deadlock?,MCQ,1,,,
10,90,2226,Which is NOT a supervised learning algorithm?,TrueFalse,1,,,
12,118,3011,What is a deadlock?,MCQ,2,,,
1,141,3552,Overfitting in ML means?,MCQ,2,,,
4,164,4242,What is normalization in databases?,MCQ,3,,,
1,153,5100,What is a deadlock?,ShortAnswer,2,,,
4,129,3309,Which OSI layer handles routing?,MCQ,2,,,
5,45,1013,Which protocol is stateless?,ShortAnswer,1,,,
3,181,5173,What is the time complexity of binary search?,TrueFalse,2,,,
8,45,1020,What is the time complexity of binary search?,MCQ,2,,,
9,137,3455,What does SQL stand for?,MCQ,3,,,
15,182,4681,What is the time complexity of binary search?,MCQ,3,,,
12,82,5090,What does API stand for?,TrueFalse,3,,,
14,117,2946,What does SQL stand for?,ShortAnswer,1,,,
9,138,3475,Which data structure uses LIFO?,MCQ,2,,,
6,59,1288,What does OOP stand for?,ShortAnswer,2,,,
9,137,3457,Which protocol is stateless?,TrueFalse,5,,,
8,150,3869,Output of 2**3 in Python?,MCQ,2,,,
5,4,84,Which sorting algorithm has worst-case O(n²)?,TrueFalse,2,,,
1,153,5099,What does API stand for?,MCQ,3,,,
15,200,5057,What is a deadlock?,MCQ,2,,,
13,184,4713,Overfitting in ML means?,MCQ,2,,,
8,38,822,Which sorting algorithm has worst-case O(n²)?,ShortAnswer,1,,,
1,2,5324,Overfitting in ML means?,TrueFalse,3,,,
5,182,4679,Overfitting in ML means?,MCQ,2,,,
1,2,20,Which sorting algorithm has worst-case O(n²)?,TrueFalse,1,,,
11,159,4099,Output of 2**3 in Python?,ShortAnswer,3,,,
13,159,4108,Output of 2**3 in Python?,MCQ,5,,,
12,118,3007,Output of 2**3 in Python?,MCQ,2,,,
8,148,3768,What does OOP stand for?,MCQ,2,,,
6,48,1078,What is normalization in databases?,TrueFalse,5,,,
9,72,1628,What is the time complexity of binary search?,MCQ,2,,,
10,86,2115,What is a deadlock?,MCQ,2,,,
9,63,1444,What does OOP stand for?,ShortAnswer,3,,,
1,33,750,Which algorithm underlies RSA?,MCQ,3,,,
11,54,1217,Which protocol is stateless?,MCQ,2,,,
12,43,972,What does SQL stand for?,MCQ,2,,,
11,181,4609,Which OSI layer handles routing?,MCQ,2,,,
2,144,3649,Overfitting in ML means?,MCQ,5,,,
12,118,3005,Which sorting algorithm has worst-case O(n²)?,MCQ,2,,,
9,187,4814,What does OOP stand for?,MCQ,3,,,
8,126,3156,Which algorithm underlies RSA?,ShortAnswer,3,,,
15,67,1510,What is a foreign key?,MCQ,3,,,
9,153,3976,What is a deadlock?,MCQ,2,,,
7,115,2926,What does SQL stand for?,MCQ,5,,,
6,42,931,Which sorting algorithm has worst-case O(n²)?,MCQ,1,,,
5,81,1925,Output of 2**3 in Python?,ShortAnswer,2,,,
5,185,4738,What is normalization in databases?,ShortAnswer,1,,,
14,180,4556,Output of 2**3 in Python?,MCQ,3,,,
8,111,2731,Overfitting in ML means?,TrueFalse,5,,,
7,144,3659,Which OSI layer handles routing?,ShortAnswer,3,,,
7,97,2355,What does OOP stand for?,TrueFalse,2,,,
6,59,1294,Overfitting in ML means?,MCQ,2,,,
7,180,4535,What is a foreign key?,MCQ,2,,,
15,157,4089,What is a foreign key?,TrueFalse,1,,,
5,19,406,Which data structure uses LIFO?,MCQ,2,,,
10,118,3041,What does OOP stand for?,MCQ,3,,,
7,190,4869,Which is NOT a supervised learning algorithm?,MCQ,2,,,
1,38,818,Which algorithm underlies RSA?,MCQ,3,,,
3,47,1062,What is the time complexity of binary search?,ShortAnswer,2,,,
7,131,3385,Which algorithm underlies RSA?,TrueFalse,5,,,
1,183,4702,Which sorting algorithm has worst-case O(n²)?,MCQ,2,,,
7,97,2353,What does OOP stand for?,MCQ,5,,,
8,7,162,Which OSI layer handles routing?,MCQ,1,,,
13,117,2965,Which data structure uses LIFO?,MCQ,2,,,
14,192,4940,Which protocol is stateless?,ShortAnswer,2,,,
10,58,1270,What does SQL stand for?,MCQ,5,,,
7,152,3928,Which protocol is stateless?,MCQ,3,,,
14,30,657,What is normalization in databases?,MCQ,1,,,
2,81,1957,What is the time complexity of binary search?,MCQ,5,,,
12,105,2576,What does API stand for?,TrueFalse,3,,,
2,1,5331,What does SQL stand for?,TrueFalse,2,,,
8,106,2588,What does SQL stand for?,TrueFalse,1,,,
7,58,1285,What does SQL stand for?,MCQ,2,,,
14,75,1719,Which is NOT a supervised learning algorithm?,MCQ,2,,,
13,150,3841,What does OOP stand for?,MCQ,1,,,
4,39,861,Which protocol is stateless?,TrueFalse,2,,,
2,161,4209,What does OOP stand for?,TrueFalse,1,,,
8,106,2595,Which is NOT a supervised learning algorithm?,ShortAnswer,2,,,
5,150,3855,Which is NOT a supervised learning algorithm?,TrueFalse,2,,,
1,130,3347,What does SQL stand for?,TrueFalse,2,,,
3,165,4259,Overfitting in ML means?,MCQ,1,,,
5,45,1006,Output of 2**3 in Python?,MCQ,5,,,
7,44,993,Which data structure uses LIFO?,TrueFalse,2,,,
13,182,4659,What does OOP stand for?,TrueFalse,1,,,
10,63,1418,What is a foreign key?,TrueFalse,5,,,
12,43,973,Overfitting in ML means?,TrueFalse,3,,,
12,118,2998,What is the time complexity of binary search?,MCQ,1,,,
6,146,3716,What does OOP stand for?,MCQ,2,,,
4,112,2791,Which sorting algorithm has worst-case O(n²)?,MCQ,1,,,
15,89,2188,Overfitting in ML means?,MCQ,2,,,
15,162,4214,What is a foreign key?,MCQ,2,,,
11,45,1028,What is a deadlock?,MCQ,2,,,
5,81,1927,Which sorting algorithm has worst-case O(n²)?,MCQ,2,,,
9,81,1929,What is a foreign key?,MCQ,5,,,
6,114,2891,Which sorting algorithm has worst-case O(n²)?,MCQ,1,,,
7,115,2925,Which protocol is stateless?,TrueFalse,2,,,
10,160,4143,Which protocol is stateless?,ShortAnswer,1,,,
8,150,3875,Which OSI layer handles routing?,MCQ,2,,,
15,89,2187,What is normalization in databases?,ShortAnswer,2,,,
9,50,1110,What does API stand for?,MCQ,1,,,
7,197,4993,Which algorithm underlies RSA?,ShortAnswer,2,,,
1,2,22,What does SQL stand for?,MCQ,3,,,
4,129,3315,What does OOP stand for?,MCQ,3,,,
3,139,3486,What does SQL stand for?,MCQ,2,,,
12,82,5093,What is a foreign key?,TrueFalse,5,,,
15,39,847,Output of 2**3 in Python?,MCQ,2,,,
8,143,5216,Overfitting in ML means?,TrueFalse,3,,,
8,195,4974,Output of 2**3 in Python?,MCQ,1,,,
3,103,2472,What is a deadlock?,ShortAnswer,5,,,
13,109,2704,What is normalization in databases?,MCQ,5,,,
7,197,4992,Output of 2**3 in Python?,TrueFalse,2,,,
15,89,2181,Which is NOT a supervised learning algorithm?,MCQ,2,,,
4,39,852,What is normalization in databases?,TrueFalse,5,,,
4,104,2534,What is the time complexity of binary search?,TrueFalse,5,,,
5,103,5218,Which protocol is stateless?,TrueFalse,2,,,
7,151,3891,What is a foreign key?,TrueFalse,5,,,
7,144,3665,Which data structure uses LIFO?,MCQ,3,,,
5,129,3279,What is the time complexity of binary search?,ShortAnswer,2,,,
11,54,1219,What is normalization in databases?,MCQ,1,,,
4,121,3117,Which sorting algorithm has worst-case O(n²)?,MCQ,5,,,
6,181,4644,What is normalization in databases?,TrueFalse,3,,,
4,27,538,What is the time complexity of binary search?,MCQ,5,,,
15,78,1809,Which OSI layer handles routing?,ShortAnswer,1,,,
7,152,3927,What does SQL stand for?,MCQ,5,,,
10,137,3460,Which OSI layer handles routing?,MCQ,2,,,
4,167,4331,What does SQL stand for?,MCQ,5,,,
8,168,4382,Overfitting in ML means?,MCQ,5,,,
8,143,5210,Output of 2**3 in Python?,MCQ,2,,,
7,115,2924,What does SQL stand for?,ShortAnswer,5,,,
15,67,1513,Which is NOT a supervised learning algorithm?,MCQ,3,,,
7,131,3381,Overfitting in ML means?,MCQ,2,,,
4,107,2637,What is normalization in databases?,MCQ,5,,,
3,73,1673,Which data structure uses LIFO?,TrueFalse,2,,,
1,2,5318,Which sorting algorithm has worst-case O(n²)?,TrueFalse,1,,,
5,87,2157,What is normalization in databases?,ShortAnswer,2,,,
6,81,1918,Which algorithm underlies RSA?,TrueFalse,3,,,
4,93,2281,Which data structure uses LIFO?,ShortAnswer,2,,,
13,93,2296,What is normalization in databases?,MCQ,5,,,
9,8,5348,Which sorting algorithm has worst-case O(n²)?,MCQ,2,,,
13,61,1345,Which data structure uses LIFO?,MCQ,2,,,
3,198,5008,What is the time complexity of binary search?,TrueFalse,2,,,
5,113,2853,What does OOP stand for?,MCQ,3,,,
6,5,144,Which sorting algorithm has worst-case O(n²)?,TrueFalse,5,,,
12,43,5119,What is normalization in databases?,MCQ,2,,,
12,180,4551,What does API stand for?,MCQ,2,,,
13,117,2966,What does OOP stand for?,MCQ,2,,,
3,135,3419,What is a deadlock?,MCQ,5,,,
12,105,2581,Which OSI layer handles routing?,MCQ,2,,,
15,167,4349,What does OOP stand for?,MCQ,1,,,
13,111,2773,Which algorithm underlies RSA?,MCQ,2,,,
2,144,3653,Which protocol is stateless?,MCQ,2,,,
15,190,4858,Which is NOT a supervised learning algorithm?,MCQ,1,,,
8,171,4407,Which algorithm underlies RSA?,ShortAnswer,3,,,
13,124,3147,What is the time complexity of binary search?,MCQ,2,,,
14,166,4313,What is the time complexity of binary search?,MCQ,2,,,
8,20,460,What is a foreign key?,ShortAnswer,2,,,
3,41,909,What does SQL stand for?,MCQ,5,,,
3,118,3022,What is the time complexity of binary search?,MCQ,5,,,
5,150,3854,What is normalization in databases?,TrueFalse,3,,,
9,27,555,Output of 2**3 in Python?,TrueFalse,5,,,
5,29,619,Which sorting algorithm has worst-case O(n²)?,MCQ,3,,,
15,112,2824,Output of 2**3 in Python?,MCQ,2,,,
6,87,2135,What is a foreign key?,MCQ,2,,,
6,67,1520,What does API stand for?,MCQ,2,,,
11,54,1218,Which OSI layer handles routing?,MCQ,2,,,
9,50,5246,What is a deadlock?,ShortAnswer,5,,,
10,137,3463,What is a foreign key?,ShortAnswer,1,,,
9,8,172,What is a deadlock?,TrueFalse,2,,,
1,90,2224,Which protocol is stateless?,MCQ,3,,,
13,172,4422,What is normalization in databases?,MCQ,1,,,
9,17,326,What is a foreign key?,MCQ,5,,,
8,20,465,What does SQL stand for?,TrueFalse,5,,,
14,75,1717,Overfitting in ML means?,MCQ,2,,,
6,42,932,Which data structure uses LIFO?,ShortAnswer,5,,,
9,81,1959,What is a deadlock?,MCQ,2,,,
3,103,2476,What is the time complexity of binary search?,MCQ,5,,,
6,81,1916,Which sorting algorithm has worst-case O(n²)?,MCQ,5,,,
12,80,1889,What is the time complexity of binary search?,MCQ,5,,,
13,129,3299,What does SQL stand for?,TrueFalse,2,,,
4,93,2282,Which algorithm underlies RSA?,MCQ,2,,,
13,23,479,Which data structure uses LIFO?,ShortAnswer,2,,,
13,70,1564,Which is NOT a supervised learning algorithm?,ShortAnswer,2,,,
9,2,63,What is a foreign key?,MCQ,3,,,
8,106,2587,What is the time complexity of binary search?,MCQ,3,,,
4,193,4945,What is a deadlock?,MCQ,5,,,
14,172,4415,Which protocol is stateless?,MCQ,3,,,
1,117,2984,Which sorting algorithm has worst-case O(n²)?,MCQ,5,,,
5,103,5220,Which is NOT a supervised learning algorithm?,ShortAnswer,3,,,
5,19,409,Which algorithm underlies RSA?,ShortAnswer,1,,,
6,33,781,Which protocol is stateless?,ShortAnswer,1,,,
6,191,4911,Which protocol is stateless?,MCQ,5,,,
2,12,224,What is a foreign key?,TrueFalse,3,,,
2,129,3286,What is a foreign key?,MCQ,1,,,
3,25,510,Which algorithm underlies RSA?,MCQ,2,,,
14,140,3521,What is the time complexity of binary search?,MCQ,2,,,
4,147,3744,Which algorithm underlies RSA?,ShortAnswer,5,,,
7,180,4542,What is a foreign key?,MCQ,1,,,
2,144,3648,Which protocol is stateless?,MCQ,1,,,
8,17,314,Which is NOT a supervised learning algorithm?,MCQ,2,,,
1,153,3932,Which sorting algorithm has worst-case O(n²)?,TrueFalse,2,,,
7,197,4990,Which data structure uses LIFO?,MCQ,1,,,
14,163,4224,What does API stand for?,MCQ,3,,,
8,151,5184,What is a deadlock?,MCQ,2,,,
9,27,558,What does OOP stand for?,TrueFalse,3,,,
3,181,5175,What is a deadlock?,MCQ,2,,,
5,165,4286,What is the time complexity of binary search?,ShortAnswer,3,,,
2,190,4879,What does OOP stand for?,MCQ,2,,,
8,148,3777,What is normalization in databases?,MCQ,5,,,
9,86,2110,Which protocol is stateless?,MCQ,2,,,
14,166,4308,What is the time complexity of binary search?,ShortAnswer,2,,,
7,103,2489,Which is NOT a supervised learning algorithm?,MCQ,5,,,
11,77,1804,What is a deadlock?,MCQ,5,,,
1,153,3937,Which is NOT a supervised learning algorithm?,MCQ,2,,,
12,188,4851,Which data structure uses LIFO?,MCQ,2,,,
15,167,4348,What is the time complexity of binary search?,MCQ,2,,,
12,38,828,What is a foreign key?,MCQ,2,,,
9,90,2217,What is a foreign key?,ShortAnswer,2,,,
1,130,3349,What does OOP stand for?,TrueFalse,3,,,
5,82,1982,Overfitting in ML means?,MCQ,5,,,
13,190,4887,What is normalization in databases?,TrueFalse,3,,,
13,182,4660,Overfitting in ML means?,ShortAnswer,5,,,
4,108,2667,Overfitting in ML means?,TrueFalse,3,,,
15,39,842,Which sorting algorithm has worst-case O(n²)?,MCQ,3,,,
12,20,447,What does SQL stand for?,MCQ,2,,,
13,102,2467,Which protocol is stateless?,ShortAnswer,2,,,
2,105,2541,What is a deadlock?,TrueFalse,2,,,
2,153,3946,Which algorithm underlies RSA?,ShortAnswer,5,,,
1,186,4762,What is a foreign key?,ShortAnswer,2,,,
7,144,3668,Which data structure uses LIFO?,MCQ,2,,,
11,32,716,What is a deadlock?,MCQ,1,,,
7,80,1870,What is the time complexity of binary search?,ShortAnswer,1,,,
1,115,2908,Which data structure uses LIFO?,MCQ,1,,,
7,115,2917,Which sorting algorithm has worst-case O(n²)?,MCQ,3,,,
10,148,3792,Output of 2**3 in Python?,MCQ,1,,,
4,107,2638,Which algorithm underlies RSA?,TrueFalse,2,,,
2,190,4878,Which data structure uses LIFO?,TrueFalse,1,,,
15,159,4128,What does OOP stand for?,MCQ,1,,,
6,150,3876,What is normalization in databases?,TrueFalse,1,,,
7,131,3388,What is a foreign key?,MCQ,1,,,
10,70,1577,What does OOP stand for?,MCQ,3,,,
10,6,5323,What does OOP stand for?,MCQ,2,,,
15,190,4853,What does SQL stand for?,MCQ,2,,,
12,82,5085,What does API stand for?,MCQ,2,,,
10,181,4579,Output of 2**3 in Python?,ShortAnswer,2,,,
11,150,3851,Which algorithm underlies RSA?,MCQ,2,,,
14,30,658,Which sorting algorithm has worst-case O(n²)?,MCQ,3,,,
12,113,2827,What does API stand for?,MCQ,1,,,
6,63,1422,What does API stand for?,MCQ,3,,,
8,151,5191,Which algorithm underlies RSA?,MCQ,3,,,
5,73,1689,What does SQL stand for?,MCQ,3,,,
9,128,3262,What does OOP stand for?,TrueFalse,5,,,
15,41,901,What is a foreign key?,MCQ,5,,,
14,40,870,What is the time complexity of binary search?,TrueFalse,3,,,
11,54,1223,What does API stand for?,MCQ,1,,,
7,58,1283,What is a foreign key?,MCQ,5,,,
8,17,313,Which algorithm underlies RSA?,MCQ,1,,,
15,155,4030,Which algorithm underlies RSA?,MCQ,3,,,
2,144,3656,What is the time complexity of binary search?,MCQ,3,,,
4,176,4518,Overfitting in ML means?,TrueFalse,2,,,
13,109,2705,Which protocol is stateless?,ShortAnswer,1,,,
12,119,3055,What is the time complexity of binary search?,TrueFalse,5,,,
7,144,3657,What does SQL stand for?,MCQ,5,,,
5,47,1038,What does API stand for?,MCQ,2,,,
9,17,327,Which data structure uses LIFO?,MCQ,2,,,
9,27,551,Which algorithm underlies RSA?,MCQ,2,,,
5,45,1016,Which protocol is stateless?,MCQ,2,,,
9,72,1634,Which protocol is stateless?,TrueFalse,5,,,
6,80,1861,What does OOP stand for?,ShortAnswer,1,,,
5,129,3280,Which algorithm underlies RSA?,ShortAnswer,2,,,
2,161,4211,What is normalization in databases?,ShortAnswer,5,,,
6,159,4118,What is the time complexity of binary search?,TrueFalse,2,,,
1,107,2621,What is normalization in databases?,ShortAnswer,2,,,
8,148,3772,Which protocol is stateless?,MCQ,1,,,
6,34,787,What does SQL stand for?,TrueFalse,2,,,
9,16,255,What is the time complexity of binary search?,MCQ,3,,,
8,115,2911,Which is NOT a supervised learning algorithm?,MCQ,3,,,
8,171,4405,Which OSI layer handles routing?,ShortAnswer,3,,,
1,117,5115,Which OSI layer handles routing?,MCQ,1,,,
4,164,4238,Which sorting algorithm has worst-case O(n²)?,MCQ,3,,,
10,151,3910,Which OSI layer handles routing?,MCQ,3,,,
5,45,5151,Which OSI layer handles routing?,TrueFalse,5,,,
13,130,3370,Which protocol is stateless?,ShortAnswer,2,,,
11,175,4466,What is a foreign key?,MCQ,3,,,
12,79,1840,Which is NOT a supervised learning algorithm?,ShortAnswer,5,,,
2,148,3782,What is the time complexity of binary search?,MCQ,2,,,
7,190,4904,Which is NOT a supervised learning algorithm?,MCQ,2,,,
4,112,2788,What is a deadlock?,MCQ,2,,,
4,105,5252,What is the time complexity of binary search?,MCQ,1,,,
9,154,3980,What is normalization in databases?,MCQ,1,,,
9,187,4809,What does SQL stand for?,ShortAnswer,3,,,
12,79,1835,Which sorting algorithm has worst-case O(n²)?,MCQ,2,,,
12,43,968,Which is NOT a supervised learning algorithm?,MCQ,2,,,
2,190,4876,Which OSI layer handles routing?,TrueFalse,3,,,
5,82,1979,What is a deadlock?,ShortAnswer,3,,,
6,5,126,What is a deadlock?,TrueFalse,2,,,
5,87,2159,What is normalization in databases?,MCQ,3,,,
6,81,1914,What is a foreign key?,MCQ,2,,,
10,70,1574,Overfitting in ML means?,MCQ,5,,,
8,106,2594,Which is NOT a supervised learning algorithm?,ShortAnswer,2,,,
1,117,5108,What is a deadlock?,TrueFalse,2,,,
7,103,2483,What is a foreign key?,MCQ,3,,,
8,171,4409,What is a deadlock?,TrueFalse,5,,,
15,190,4854,What does SQL stand for?,MCQ,5,,,
2,161,4205,What does OOP stand for?,MCQ,2,,,
15,182,4683,Which data structure uses LIFO?,MCQ,5,,,
4,108,2670,Which algorithm underlies RSA?,MCQ,2,,,
7,152,3925,What does SQL stand for?,MCQ,2,,,
8,143,3620,What is a foreign key?,MCQ,2,,,
2,144,3652,Which OSI layer handles routing?,MCQ,2,,,
2,153,3950,What does API stand for?,ShortAnswer,2,,,
10,146,3681,What does OOP stand for?,TrueFalse,2,,,
8,17,311,What does OOP stand for?,ShortAnswer,2,,,
5,28,590,Which is NOT a supervised learning algorithm?,MCQ,3,,,
7,75,1730,Which is NOT a supervised learning algorithm?,MCQ,2,,,
13,172,4418,What does SQL stand for?,ShortAnswer,2,,,
9,81,1968,Which protocol is stateless?,MCQ,1,,,
11,30,670,What is the time complexity of binary search?,MCQ,1,,,
5,103,5221,Which algorithm underlies RSA?,TrueFalse,1,,,
14,192,4934,Which data structure uses LIFO?,ShortAnswer,5,,,
4,108,2666,Overfitting in ML means?,MCQ,2,,,
11,32,715,Which algorithm underlies RSA?,MCQ,2,,,
2,155,4036,What is a foreign key?,MCQ,3,,,
6,5,143,Which sorting algorithm has worst-case O(n²)?,MCQ,2,,,
11,77,1795,Output of 2**3 in Python?,MCQ,5,,,
5,185,4741,Which data structure uses LIFO?,MCQ,3,,,
4,25,525,Which protocol is stateless?,MCQ,3,,,
2,71,1589,Output of 2**3 in Python?,MCQ,2,,,
11,181,4615,What is the time complexity of binary search?,MCQ,2,,,
9,122,3122,What does SQL stand for?,MCQ,2,,,
7,97,2356,Which sorting algorithm has worst-case O(n²)?,MCQ,1,,,
6,146,3710,Which is NOT a supervised learning algorithm?,MCQ,2,,,
11,77,1792,Which sorting algorithm has worst-case O(n²)?,ShortAnswer,2,,,
4,10,211,Which sorting algorithm has worst-case O(n²)?,ShortAnswer,5,,,
14,92,2272,Overfitting in ML means?,MCQ,5,,,
13,159,4106,Which algorithm underlies RSA?,MCQ,3,,,
3,100,2426,What does SQL stand for?,ShortAnswer,2,,,
12,29,631,What is the time complexity of binary search?,MCQ,2,,,
4,193,4946,Which data structure uses LIFO?,MCQ,5,,,
9,128,3268,Which sorting algorithm has worst-case O(n²)?,TrueFalse,2,,,
9,17,322,What is a deadlock?,ShortAnswer,2,,,
4,39,851,What is a deadlock?,MCQ,3,,,
14,163,4227,What is the time complexity of binary search?,TrueFalse,2,,,
11,126,3150,What is a deadlock?,TrueFalse,2,,,
14,167,4340,Output of 2**3 in Python?,MCQ,3,,,
12,82,1992,What is the time complexity of binary search?,TrueFalse,2,,,
6,38,836,Which OSI layer handles routing?,MCQ,5,,,
4,117,2970,Which protocol is stateless?,MCQ,2,,,
15,181,4572,What is a deadlock?,MCQ,1,,,
4,176,4522,Output of 2**3 in Python?,ShortAnswer,2,,,
10,63,1416,Which data structure uses LIFO?,MCQ,1,,,
12,79,1838,Which protocol is stateless?,MCQ,2,,,
5,87,2162,Overfitting in ML means?,MCQ,2,,,
9,2,5198,What is a foreign key?,MCQ,2,,,
13,150,3839,Which sorting algorithm has worst-case O(n²)?,MCQ,3,,,
5,4,87,Which is NOT a supervised learning algorithm?,TrueFalse,2,,,
14,117,2950,Which data structure uses LIFO?,TrueFalse,2,,,
6,72,1618,What does OOP stand for?,TrueFalse,1,,,
3,135,3425,Which sorting algorithm has worst-case O(n²)?,MCQ,1,,,
13,190,4895,Overfitting in ML means?,MCQ,2,,,
12,82,1984,What does OOP stand for?,ShortAnswer,2,,,
2,105,2539,What does SQL stand for?,MCQ,1,,,
9,72,1627,Output of 2**3 in Python?,TrueFalse,3,,,
2,104,2518,Output of 2**3 in Python?,TrueFalse,3,,,
14,166,4312,Overfitting in ML means?,MCQ,5,,,
1,128,3203,Which is NOT a supervised learning algorithm?,MCQ,3,,,
1,97,2380,What is the time complexity of binary search?,TrueFalse,1,,,
12,161,4169,What is the time complexity of binary search?,MCQ,5,,,
9,112,2798,What is a deadlock?,ShortAnswer,2,,,
11,54,1222,What is the time complexity of binary search?,MCQ,3,,,
4,27,543,What is normalization in databases?,TrueFalse,1,,,
2,129,3285,Which OSI layer handles routing?,ShortAnswer,1,,,
10,149,3810,Which is NOT a supervised learning algorithm?,MCQ,3,,,
9,50,5250,What is a deadlock?,ShortAnswer,5,,,
14,17,362,Which protocol is stateless?,MCQ,5,,,
10,58,1275,Which algorithm underlies RSA?,TrueFalse,2,,,
2,144,3646,Which protocol is stateless?,TrueFalse,5,,,
2,103,2499,What does API stand for?,TrueFalse,1,,,
9,86,2109,What does API stand for?,MCQ,2,,,
12,29,623,Which sorting algorithm has worst-case O(n²)?,TrueFalse,5,,,
7,80,1867,What is normalization in databases?,MCQ,5,,,
15,200,5055,Overfitting in ML means?,MCQ,2,,,
1,97,2384,What is normalization in databases?,ShortAnswer,3,,,
3,103,2479,Which sorting algorithm has worst-case O(n²)?,TrueFalse,2,,,
1,115,2902,What does SQL stand for?,MCQ,3,,,
3,198,5006,What is a deadlock?,MCQ,3,,,
6,72,1619,What does SQL stand for?,ShortAnswer,2,,,
12,118,3004,What is the time complexity of binary search?,TrueFalse,1,,,
6,67,1518,Which OSI layer handles routing?,ShortAnswer,5,,,
15,78,1811,Output of 2**3 in Python?,MCQ,2,,,
5,182,4678,Which is NOT a supervised learning algorithm?,MCQ,2,,,
9,72,1632,Which algorithm underlies RSA?,MCQ,2,,,
4,39,859,What is a foreign key?,MCQ,5,,,
9,8,173,Which sorting algorithm has worst-case O(n²)?,MCQ,2,,,
9,50,1104,Which OSI layer handles routing?,MCQ,3,,,
5,82,1971,What does SQL stand for?,ShortAnswer,5,,,
1,153,3934,What is the time complexity of binary search?,MCQ,3,,,
1,112,2777,Which algorithm underlies RSA?,MCQ,5,,,
7,151,3892,What is normalization in databases?,MCQ,2,,,
13,53,1178,Overfitting in ML means?,MCQ,1,,,
2,60,1322,Which algorithm underlies RSA?,MCQ,5,,,
7,82,2017,Overfitting in ML means?,ShortAnswer,5,,,
4,121,3113,What is normalization in databases?,MCQ,2,,,
10,63,1410,Which protocol is stateless?,MCQ,3,,,
1,107,2629,Which sorting algorithm has worst-case O(n²)?,MCQ,5,,,
13,47,1056,What does SQL stand for?,MCQ,3,,,
12,82,1989,Which sorting algorithm has worst-case O(n²)?,MCQ,1,,,
6,121,3087,What does OOP stand for?,MCQ,3,,,
5,81,1926,What is the time complexity of binary search?,MCQ,2,,,
12,79,1831,What does SQL stand for?,MCQ,2,,,
10,43,983,Which protocol is stateless?,MCQ,2,,,
14,128,3258,What is the time complexity of binary search?,MCQ,2,,,
9,90,2221,What does SQL stand for?,MCQ,2,,,
9,121,3108,What is the time complexity of binary search?,MCQ,3,,,
7,152,3926,What does SQL stand for?,MCQ,3,,,
9,81,1936,Which OSI layer handles routing?,TrueFalse,1,,,
2,81,1956,Which sorting algorithm has worst-case O(n²)?,MCQ,3,,,
12,85,2055,Which is NOT a supervised learning algorithm?,TrueFalse,2,,,
11,183,4694,Which data structure uses LIFO?,TrueFalse,2,,,
7,151,3913,Which is NOT a supervised learning algorithm?,TrueFalse,2,,,
14,128,3217,Which OSI layer handles routing?,MCQ,2,,,
6,4,5336,Overfitting in ML means?,TrueFalse,2,,,
9,8,169,What does API stand for?,TrueFalse,2,,,
14,30,666,Which sorting algorithm has worst-case O(n²)?,MCQ,3,,,
14,92,2277,What is normalization in databases?,MCQ,2,,,
11,187,4798,Which protocol is stateless?,TrueFalse,2,,,
9,154,3979,What is a foreign key?,MCQ,3,,,
7,82,2013,Which sorting algorithm has worst-case O(n²)?,MCQ,5,,,
12,82,5096,What is normalization in databases?,MCQ,2,,,
3,73,1671,What is the time complexity of binary search?,TrueFalse,3,,,
12,80,1879,What is a foreign key?,ShortAnswer,2,,,
3,41,911,What is the time complexity of binary search?,MCQ,2,,,
5,165,4281,What does API stand for?,MCQ,5,,,
14,111,2742,Output of 2**3 in Python?,TrueFalse,3,,,
1,130,3346,What does OOP stand for?,MCQ,5,,,
5,150,3858,What does OOP stand for?,TrueFalse,2,,,
12,29,630,Which is NOT a supervised learning algorithm?,ShortAnswer,5,,,
6,76,1744,What is a deadlock?,MCQ,1,,,
11,187,4796,Overfitting in ML means?,TrueFalse,5,,,
13,117,2960,What is the time complexity of binary search?,MCQ,2,,,
12,43,5120,Which is NOT a supervised learning algorithm?,MCQ,2,,,
13,190,4886,Which protocol is stateless?,ShortAnswer,2,,,
