Id,QuizId,QuestionText,QuestionTextAr,QuestionType,Marks,Explanation,ExplanationAr,SortOrder,ImageUrl
1450,655,What is a foreign key?,ترجمة: What is a foreign key?,MCQ,1,Because References a primary key in another table is correct.,,1,
1137,537,What is a foreign key?,,MCQ,3,Because References a primary key in another table is correct.,,6,
287,143,What is a foreign key?,,TrueFalse,5,Because References a primary key in another table is correct.,الشرح بالعربية,7,/uploads/questions/2026e0e4-f49e-4bf0-b5c7-5aa08971559a.png
207,101,Which protocol is stateless?,,TrueFalse,1,,الشرح بالعربية,1,
964,448,What is the time complexity of binary search?,,MCQ,2,,,7,
1668,727,What is the time complexity of binary search?,ترجمة: What is the time complexity of,TrueFalse,3,,,10,
3034,1251,What does SQL stand for?,,MCQ,2,,,7,
3829,1589,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,MCQ,2,,,15,
2538,1076,What does API stand for?,ترجمة: What does API stand for?,MCQ,2,Because Application Programming Interface is correct.,الشرح بالعربية,2,
1033,477,What is a foreign key?,,ShortAnswer,1,,الشرح بالعربية,5,
1998,846,What does SQL stand for?,ترجمة: What does SQL stand for?,MCQ,5,,,4,
5263,2209,What does SQL stand for?,,MCQ,2,,,3,/uploads/questions/3599b1f2-def5-4b7e-a56b-94d4184e8c92.png
1274,596,Which data structure uses LIFO?,,MCQ,2,,,7,
5236,2198,What is the time complexity of binary search?,ترجمة: What is the time complexity of,MCQ,5,,,4,
3998,1656,Which is NOT a supervised learning algorithm?,,ShortAnswer,1,Because K-Means is correct.,الشرح بالعربية,1,
114,43,What does API stand for?,ترجمة: What does API stand for?,TrueFalse,2,Because Application Programming Interface is correct.,,9,
4369,1811,What is a deadlock?,ترجمة: What is a deadlock?,MCQ,2,,,10,
1907,817,Which OSI layer handles routing?,,ShortAnswer,3,Because Network Layer is correct.,,5,
4332,1800,Which OSI layer handles routing?,,ShortAnswer,5,,,13,/uploads/questions/bfb3a2bb-6537-425d-8da4-51753d511045.png
2954,1226,What is a deadlock?,,MCQ,2,,,11,
1458,655,Which algorithm underlies RSA?,,MCQ,2,,,9,
4532,1912,Which algorithm underlies RSA?,,ShortAnswer,1,Because Public Key Cryptography is correct.,,9,
3644,1523,What is a deadlock?,ترجمة: What is a deadlock?,MCQ,2,Because Two processes waiting for each other is correct.,الشرح بالعربية,14,
4720,1978,Overfitting in ML means?,ترجمة: Overfitting in ML means?,ShortAnswer,3,"Because Good on training, poor on test data is correct.",,4,
1563,701,What is a deadlock?,ترجمة: What is a deadlock?,MCQ,2,,,1,
297,148,Output of 2**3 in Python?,,MCQ,2,Because 8 is correct.,الشرح بالعربية,3,
2359,1007,Which sorting algorithm has worst-case O(n²)?,,MCQ,2,,الشرح بالعربية,9,
3918,1618,Output of 2**3 in Python?,,MCQ,3,,,4,
3914,1617,What is a foreign key?,ترجمة: What is a foreign key?,ShortAnswer,1,Because References a primary key in another table is correct.,,3,
903,431,Which protocol is stateless?,ترجمة: Which protocol is stateless?,MCQ,2,,الشرح بالعربية,9,
110,43,What is a foreign key?,ترجمة: What is a foreign key?,MCQ,5,Because References a primary key in another table is correct.,,5,
461,191,Which data structure uses LIFO?,,MCQ,2,,,8,
1512,677,Which protocol is stateless?,,MCQ,3,Because HTTP is correct.,,3,
4994,2106,What is normalization in databases?,,ShortAnswer,2,,,11,
2606,1089,What is a foreign key?,ترجمة: What is a foreign key?,MCQ,3,Because References a primary key in another table is correct.,,10,
3694,1546,Which data structure uses LIFO?,,MCQ,2,,,7,
742,344,What does API stand for?,ترجمة: What does API stand for?,MCQ,1,Because Application Programming Interface is correct.,,1,
2038,867,What is normalization in databases?,ترجمة: What is normalization in datab,ShortAnswer,3,Because Reducing data redundancy is correct.,الشرح بالعربية,8,/uploads/questions/572a9821-4fb5-4939-b8d0-b9a87a643cd9.png
1654,726,What is a foreign key?,,MCQ,2,,الشرح بالعربية,10,
2398,1015,Which data structure uses LIFO?,,MCQ,2,Because Stack is correct.,الشرح بالعربية,14,
2478,1056,What is normalization in databases?,,MCQ,1,,,10,
1888,815,What is normalization in databases?,,TrueFalse,1,Because Reducing data redundancy is correct.,,12,
2362,1007,Which data structure uses LIFO?,,MCQ,2,Because Stack is correct.,,12,
2417,1036,What is the time complexity of binary search?,ترجمة: What is the time complexity of,MCQ,3,Because O(log n) is correct.,,1,
112,43,What is a deadlock?,,ShortAnswer,2,,الشرح بالعربية,7,/uploads/questions/d96c3d7e-e475-49cf-bee6-8b2bbda18027.png
545,268,What is a deadlock?,ترجمة: What is a deadlock?,MCQ,3,Because Two processes waiting for each other is correct.,,1,
1297,606,Which protocol is stateless?,,MCQ,2,,الشرح بالعربية,1,/uploads/questions/71937461-09c1-4c23-ba55-9205fbbc9580.png
1868,814,Output of 2**3 in Python?,ترجمة: Output of 2**3 in Python?,MCQ,2,Because 8 is correct.,,5,
3880,1604,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,TrueFalse,2,,,5,/uploads/questions/7bb9d9d7-e9c5-4571-888a-4f412dc64954.png
4497,1890,What does API stand for?,,MCQ,2,,الشرح بالعربية,2,
1990,841,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,MCQ,3,Because Network Layer is correct.,الشرح بالعربية,7,
3895,1606,Which protocol is stateless?,ترجمة: Which protocol is stateless?,MCQ,2,Because HTTP is correct.,,5,
3233,1351,What is normalization in databases?,,MCQ,2,,الشرح بالعربية,12,
3990,1653,Overfitting in ML means?,,MCQ,3,,الشرح بالعربية,2,
3523,1477,Which algorithm underlies RSA?,,ShortAnswer,2,,الشرح بالعربية,6,
1240,577,Which protocol is stateless?,ترجمة: Which protocol is stateless?,MCQ,3,Because HTTP is correct.,,3,/uploads/questions/b947d5d0-687a-4859-b64c-9b9eef013998.png
1530,682,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,MCQ,2,,الشرح بالعربية,7,
3330,1375,Which data structure uses LIFO?,,MCQ,5,,الشرح بالعربية,2,
2513,1070,Output of 2**3 in Python?,ترجمة: Output of 2**3 in Python?,MCQ,2,Because 8 is correct.,,8,
1085,518,Which protocol is stateless?,,MCQ,2,,,4,/uploads/questions/4c0c9e12-b1c3-4326-92f3-0d70263cd290.png
2178,924,Output of 2**3 in Python?,ترجمة: Output of 2**3 in Python?,TrueFalse,3,,,5,
1609,714,What does SQL stand for?,,MCQ,1,Because Structured Query Language is correct.,,13,
3401,1398,What does API stand for?,,MCQ,2,Because Application Programming Interface is correct.,,11,
2789,1158,What is the time complexity of binary search?,ترجمة: What is the time complexity of,MCQ,3,,الشرح بالعربية,2,
1032,477,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,MCQ,2,Because Bubble Sort is correct.,الشرح بالعربية,4,
11,1,Overfitting in ML means?,ترجمة: Overfitting in ML means?,MCQ,3,"Because Good on training, poor on test data is correct.",,11,/uploads/questions/18492747-ada0-4c36-8e54-d2d6acb3c4c0.png
4495,1888,Which protocol is stateless?,ترجمة: Which protocol is stateless?,TrueFalse,2,Because HTTP is correct.,الشرح بالعربية,11,
2409,1021,What is normalization in databases?,ترجمة: What is normalization in datab,ShortAnswer,2,,,10,
1772,784,What does API stand for?,,MCQ,1,,,3,
170,81,What does OOP stand for?,ترجمة: What does OOP stand for?,MCQ,1,Because Object Oriented Programming is correct.,,7,
1954,831,What is normalization in databases?,,TrueFalse,1,,,9,
499,237,What does SQL stand for?,ترجمة: What does SQL stand for?,MCQ,2,,,2,/uploads/questions/cca98ebe-67f9-4881-9f73-7a647b08b21d.png
512,251,What is normalization in databases?,,TrueFalse,2,Because Reducing data redundancy is correct.,الشرح بالعربية,9,
1027,475,Overfitting in ML means?,ترجمة: Overfitting in ML means?,MCQ,2,,,3,
2216,940,Which protocol is stateless?,,MCQ,3,,,2,
3359,1383,What does API stand for?,,MCQ,2,Because Application Programming Interface is correct.,,7,
2636,1103,What is a deadlock?,,ShortAnswer,1,Because Two processes waiting for each other is correct.,,2,/uploads/questions/be8ea94e-3629-4036-86b8-3780945cc383.png
4986,2106,What does SQL stand for?,,MCQ,1,,,3,
3017,1246,Overfitting in ML means?,ترجمة: Overfitting in ML means?,MCQ,5,"Because Good on training, poor on test data is correct.",الشرح بالعربية,6,
731,337,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,MCQ,2,,,9,
4622,1932,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,MCQ,3,,الشرح بالعربية,6,
5000,2114,What is normalization in databases?,ترجمة: What is normalization in datab,MCQ,1,,,4,
4716,1977,What does OOP stand for?,ترجمة: What does OOP stand for?,MCQ,2,,الشرح بالعربية,5,
832,405,What is normalization in databases?,ترجمة: What is normalization in datab,MCQ,2,Because Reducing data redundancy is correct.,,9,/uploads/questions/2d5e3081-8d65-42de-9f5e-c0be9d5396b6.png
4138,1705,Which data structure uses LIFO?,ترجمة: Which data structure uses LIFO,ShortAnswer,2,Because Stack is correct.,,7,
2523,1073,What does OOP stand for?,ترجمة: What does OOP stand for?,MCQ,1,,,7,/uploads/questions/5e89779e-dfb5-4353-ae3f-090d4d209407.png
5150,2160,What is normalization in databases?,,MCQ,2,Because Reducing data redundancy is correct.,الشرح بالعربية,5,/uploads/questions/61a19b6a-a657-4ca3-b529-574569b3554e.png
4826,2013,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,ShortAnswer,1,,,2,/uploads/questions/d7c2c852-dfb5-4bfe-b5a6-0e6fff5a7471.png
1748,773,What is the time complexity of binary search?,ترجمة: What is the time complexity of,MCQ,2,,الشرح بالعربية,4,
4700,1967,What does API stand for?,ترجمة: What does API stand for?,TrueFalse,1,,,5,
653,299,What is the time complexity of binary search?,,MCQ,3,Because O(log n) is correct.,الشرح بالعربية,2,
4127,1701,Which algorithm underlies RSA?,,MCQ,2,,الشرح بالعربية,2,/uploads/questions/1af975d6-ff15-4f11-8f64-d6f82c4c71f6.png
751,344,Which OSI layer handles routing?,,MCQ,3,,الشرح بالعربية,10,
2872,1189,What does OOP stand for?,ترجمة: What does OOP stand for?,MCQ,1,Because Object Oriented Programming is correct.,,7,
611,287,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,MCQ,2,Because Bubble Sort is correct.,,6,
3357,1383,Output of 2**3 in Python?,,MCQ,2,Because 8 is correct.,,5,
4641,1938,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,MCQ,5,Because Public Key Cryptography is correct.,الشرح بالعربية,6,
2160,907,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,MCQ,3,Because Network Layer is correct.,,5,/uploads/questions/c6644f4f-60b4-4779-836c-a18e003495ad.png
2421,1036,Overfitting in ML means?,,TrueFalse,5,"Because Good on training, poor on test data is correct.",,5,
2517,1073,Which data structure uses LIFO?,,TrueFalse,5,Because Stack is correct.,,1,
1050,498,Output of 2**3 in Python?,,TrueFalse,5,,الشرح بالعربية,6,
73,26,Which sorting algorithm has worst-case O(n²)?,,MCQ,2,,,1,/uploads/questions/62988c12-84fb-4a55-b824-7e6343651b54.png
1644,722,Which is NOT a supervised learning algorithm?,ترجمة: Which is NOT a supervised lear,MCQ,2,Because K-Means is correct.,,8,
5182,2170,Which data structure uses LIFO?,,MCQ,3,,,2,
3297,1368,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,MCQ,3,,,7,
3729,1562,What does OOP stand for?,ترجمة: What does OOP stand for?,ShortAnswer,3,Because Object Oriented Programming is correct.,الشرح بالعربية,7,
4167,1733,Overfitting in ML means?,,MCQ,2,,,2,
891,423,Which data structure uses LIFO?,,MCQ,5,,,11,/uploads/questions/2bc88ebd-abea-4b0c-8720-aa23c5bccaff.png
2561,1080,Overfitting in ML means?,,MCQ,5,,الشرح بالعربية,1,
1340,617,What is normalization in databases?,ترجمة: What is normalization in datab,TrueFalse,1,Because Reducing data redundancy is correct.,الشرح بالعربية,3,
4865,2040,What is normalization in databases?,ترجمة: What is normalization in datab,MCQ,2,Because Reducing data redundancy is correct.,الشرح بالعربية,5,
3879,1604,What is normalization in databases?,ترجمة: What is normalization in datab,ShortAnswer,2,,,4,
4971,2093,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,ShortAnswer,1,Because Public Key Cryptography is correct.,,3,
2315,983,What does OOP stand for?,,MCQ,5,,,7,/uploads/questions/5b6bfdb6-4b2d-4335-ba0c-bef4407552d8.png
5342,24,What is a deadlock?,ترجمة: What is a deadlock?,MCQ,5,Because Two processes waiting for each other is correct.,,5,
3290,1361,Which is NOT a supervised learning algorithm?,ترجمة: Which is NOT a supervised lear,MCQ,1,Because K-Means is correct.,,7,
4335,1807,What is a foreign key?,,MCQ,1,Because References a primary key in another table is correct.,,1,
915,435,What is a deadlock?,,TrueFalse,3,Because Two processes waiting for each other is correct.,,4,/uploads/questions/3fb0ccb9-5965-4ce7-ad0a-f2ef477f8beb.png
5225,2188,What is a deadlock?,,MCQ,1,,,9,
988,455,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,MCQ,1,,,11,
2337,986,Which data structure uses LIFO?,,MCQ,3,,,13,
3883,1604,Which protocol is stateless?,ترجمة: Which protocol is stateless?,MCQ,2,Because HTTP is correct.,,8,
4403,1841,What is normalization in databases?,ترجمة: What is normalization in datab,MCQ,3,,,3,
855,409,Which is NOT a supervised learning algorithm?,ترجمة: Which is NOT a supervised lear,MCQ,2,Because K-Means is correct.,,5,
3706,1553,What is a deadlock?,,MCQ,2,Because Two processes waiting for each other is correct.,الشرح بالعربية,11,
2933,1225,What is a foreign key?,ترجمة: What is a foreign key?,MCQ,5,Because References a primary key in another table is correct.,,2,
1706,752,Output of 2**3 in Python?,,TrueFalse,2,Because 8 is correct.,,5,
4117,1696,What is the time complexity of binary search?,,MCQ,5,,,7,
1357,620,What is normalization in databases?,ترجمة: What is normalization in datab,MCQ,1,,,1,
98,33,Which protocol is stateless?,,TrueFalse,2,Because HTTP is correct.,,3,
3822,1589,Overfitting in ML means?,ترجمة: Overfitting in ML means?,MCQ,1,,,8,
3985,1648,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,ShortAnswer,1,,,8,
4590,1925,Overfitting in ML means?,ترجمة: Overfitting in ML means?,ShortAnswer,2,,,11,
3721,1560,Which protocol is stateless?,,MCQ,2,Because HTTP is correct.,,5,/uploads/questions/477290d8-c03b-480b-a79f-b76e699ad0e3.png
2870,1189,What is a foreign key?,ترجمة: What is a foreign key?,MCQ,2,Because References a primary key in another table is correct.,,5,
1978,839,Which data structure uses LIFO?,ترجمة: Which data structure uses LIFO,TrueFalse,2,Because Stack is correct.,,9,
4908,2054,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,MCQ,1,,الشرح بالعربية,3,/uploads/questions/cbb7fde9-1ecc-4857-b6a4-47ad597c86ea.png
2202,934,What is normalization in databases?,,MCQ,5,Because Reducing data redundancy is correct.,الشرح بالعربية,3,
2625,1098,Output of 2**3 in Python?,,ShortAnswer,2,Because 8 is correct.,,5,
3171,1331,Which sorting algorithm has worst-case O(n²)?,,MCQ,2,,الشرح بالعربية,2,/uploads/questions/5769eb41-5c2c-4d60-a3d8-6a6f55b7e458.png
256,137,What is a deadlock?,ترجمة: What is a deadlock?,ShortAnswer,2,,,3,
2592,1087,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,MCQ,2,,الشرح بالعربية,9,
4623,1932,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,MCQ,5,,,7,/uploads/questions/7dc0bfc7-84b3-4cf7-a8c8-43fb4aaae65c.png
3907,1609,Which is NOT a supervised learning algorithm?,ترجمة: Which is NOT a supervised lear,MCQ,1,Because K-Means is correct.,الشرح بالعربية,3,
2703,1123,What does API stand for?,ترجمة: What does API stand for?,MCQ,5,Because Application Programming Interface is correct.,,9,/uploads/questions/cb6e42f3-55b8-4e9a-9963-e4962fe4cf43.png
4626,1936,What is a foreign key?,,MCQ,2,Because References a primary key in another table is correct.,الشرح بالعربية,3,
1350,619,What is the time complexity of binary search?,ترجمة: What is the time complexity of,MCQ,2,,الشرح بالعربية,8,
3192,1344,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,MCQ,3,Because Network Layer is correct.,,3,
1088,518,What does API stand for?,,MCQ,3,Because Application Programming Interface is correct.,,7,/uploads/questions/1c9dbf24-2e15-46ce-8666-41b019a8b2b3.png
244,126,Overfitting in ML means?,,TrueFalse,2,"Because Good on training, poor on test data is correct.",,5,
4078,1677,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,MCQ,2,,,13,/uploads/questions/14ef9708-ad69-4be2-be06-280a09eaafc4.png
4837,2013,What does API stand for?,,TrueFalse,5,,الشرح بالعربية,13,
3857,1600,What is the time complexity of binary search?,ترجمة: What is the time complexity of,MCQ,2,,,6,
3641,1523,Which is NOT a supervised learning algorithm?,,MCQ,1,,,11,
2983,1235,What is normalization in databases?,,TrueFalse,2,,الشرح بالعربية,12,
1608,714,Which data structure uses LIFO?,,MCQ,2,,,12,/uploads/questions/23f98e6c-7925-478e-a42d-e3a7fcb03862.png
3898,1607,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,ShortAnswer,2,,الشرح بالعربية,2,
1539,687,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,TrueFalse,5,,الشرح بالعربية,8,
5087,2142,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,MCQ,2,,,3,
212,101,What is normalization in databases?,ترجمة: What is normalization in datab,MCQ,2,,,6,
965,454,What does SQL stand for?,ترجمة: What does SQL stand for?,MCQ,5,Because Structured Query Language is correct.,الشرح بالعربية,1,
5098,2142,What does OOP stand for?,,MCQ,1,,,14,
140,53,Which protocol is stateless?,ترجمة: Which protocol is stateless?,MCQ,5,Because HTTP is correct.,الشرح بالعربية,13,/uploads/questions/e6d514db-c8f3-4c6b-bcfd-d7ce4b93193c.png
4596,1927,Which is NOT a supervised learning algorithm?,ترجمة: Which is NOT a supervised lear,ShortAnswer,3,,,5,/uploads/questions/1bb67dd8-835f-4758-a9fa-88d16a812c65.png
5266,2209,Which data structure uses LIFO?,,MCQ,1,Because Stack is correct.,,6,
4381,1818,What is normalization in databases?,,MCQ,2,Because Reducing data redundancy is correct.,,5,
522,252,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,MCQ,1,Because Network Layer is correct.,الشرح بالعربية,4,
1586,712,Output of 2**3 in Python?,,TrueFalse,3,Because 8 is correct.,,5,
2453,1046,Which sorting algorithm has worst-case O(n²)?,,MCQ,3,,,6,
1,1,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,TrueFalse,2,Because Network Layer is correct.,الشرح بالعربية,1,
4222,1748,What is the time complexity of binary search?,,MCQ,2,Because O(log n) is correct.,,2,
3411,1408,What does API stand for?,ترجمة: What does API stand for?,MCQ,2,Because Application Programming Interface is correct.,,10,
5129,2155,Which algorithm underlies RSA?,,TrueFalse,1,Because Public Key Cryptography is correct.,,5,
2086,887,Which protocol is stateless?,,ShortAnswer,3,Because HTTP is correct.,الشرح بالعربية,9,/uploads/questions/60b012a3-639e-4ad0-b1c0-30f27c8c3709.png
67,25,Which OSI layer handles routing?,,MCQ,5,Because Network Layer is correct.,الشرح بالعربية,9,
3584,1499,Output of 2**3 in Python?,,MCQ,5,Because 8 is correct.,,9,
4819,2012,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,ShortAnswer,3,Because Public Key Cryptography is correct.,,2,
3288,1361,What is normalization in databases?,,MCQ,3,,,5,
549,268,What is normalization in databases?,ترجمة: What is normalization in datab,ShortAnswer,3,,,5,
902,431,What does SQL stand for?,ترجمة: What does SQL stand for?,MCQ,1,Because Structured Query Language is correct.,الشرح بالعربية,8,
3473,1453,What does OOP stand for?,ترجمة: What does OOP stand for?,ShortAnswer,3,Because Object Oriented Programming is correct.,,7,
3088,1292,Which OSI layer handles routing?,,MCQ,3,,,2,
2432,1040,Which data structure uses LIFO?,ترجمة: Which data structure uses LIFO,TrueFalse,2,,,9,
4260,1769,Which is NOT a supervised learning algorithm?,ترجمة: Which is NOT a supervised lear,TrueFalse,1,,,4,
2787,1157,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,MCQ,2,,,12,
14,11,What is the time complexity of binary search?,,TrueFalse,5,,,3,
4599,1927,Which is NOT a supervised learning algorithm?,,ShortAnswer,3,,الشرح بالعربية,8,/uploads/questions/d2914a6a-dfaf-494b-b8d7-93cd4f85341b.png
2319,983,What is normalization in databases?,,MCQ,2,Because Reducing data redundancy is correct.,الشرح بالعربية,11,
2129,901,Output of 2**3 in Python?,,MCQ,5,Because 8 is correct.,الشرح بالعربية,11,
2627,1098,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,MCQ,2,Because Bubble Sort is correct.,,7,
405,175,Which OSI layer handles routing?,,MCQ,1,Because Network Layer is correct.,,9,
4562,1919,Which data structure uses LIFO?,,ShortAnswer,1,Because Stack is correct.,,7,
2958,1232,What is a foreign key?,ترجمة: What is a foreign key?,MCQ,3,,الشرح بالعربية,4,
4393,1828,What does OOP stand for?,ترجمة: What does OOP stand for?,MCQ,2,,,8,
2839,1176,What does OOP stand for?,,TrueFalse,2,Because Object Oriented Programming is correct.,الشرح بالعربية,2,/uploads/questions/f3c793d2-7ad8-4b87-a876-8fe5c2160a90.png
3499,1460,What is a deadlock?,ترجمة: What is a deadlock?,MCQ,3,Because Two processes waiting for each other is correct.,,13,
5009,2115,What does API stand for?,,MCQ,1,Because Application Programming Interface is correct.,,5,
4378,1818,What is a foreign key?,ترجمة: What is a foreign key?,MCQ,2,Because References a primary key in another table is correct.,الشرح بالعربية,2,
1200,560,What is a foreign key?,ترجمة: What is a foreign key?,ShortAnswer,5,,,11,
813,390,What is a deadlock?,ترجمة: What is a deadlock?,MCQ,2,Because Two processes waiting for each other is correct.,,5,
389,166,Output of 2**3 in Python?,,MCQ,1,,,6,
2197,933,Overfitting in ML means?,,MCQ,1,"Because Good on training, poor on test data is correct.",الشرح بالعربية,5,
4828,2013,Which OSI layer handles routing?,,MCQ,1,Because Network Layer is correct.,الشرح بالعربية,4,/uploads/questions/73a1c6ab-eeca-4677-b028-7e7722a00507.png
481,217,What is normalization in databases?,ترجمة: What is normalization in datab,ShortAnswer,3,,الشرح بالعربية,3,
3338,1380,What is a foreign key?,,MCQ,1,,,1,
3076,1267,What does SQL stand for?,,TrueFalse,2,Because Structured Query Language is correct.,,5,
1666,727,Which sorting algorithm has worst-case O(n²)?,,MCQ,3,Because Bubble Sort is correct.,الشرح بالعربية,8,
301,148,Overfitting in ML means?,,MCQ,3,"Because Good on training, poor on test data is correct.",الشرح بالعربية,7,
2520,1073,Which sorting algorithm has worst-case O(n²)?,,MCQ,1,Because Bubble Sort is correct.,,4,
5350,53,What does OOP stand for?,ترجمة: What does OOP stand for?,TrueFalse,1,,,11,
921,436,What is a deadlock?,,MCQ,1,,الشرح بالعربية,1,
1269,596,What does OOP stand for?,,MCQ,2,Because Object Oriented Programming is correct.,الشرح بالعربية,2,
3270,1358,Which algorithm underlies RSA?,,ShortAnswer,2,,الشرح بالعربية,9,
3940,1635,Which is NOT a supervised learning algorithm?,ترجمة: Which is NOT a supervised lear,MCQ,5,,,10,
5188,2170,Output of 2**3 in Python?,,MCQ,5,Because 8 is correct.,,8,
4788,1999,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,ShortAnswer,3,Because Bubble Sort is correct.,,10,
2498,1063,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,MCQ,2,Because Public Key Cryptography is correct.,,6,
4897,2045,What is a deadlock?,ترجمة: What is a deadlock?,TrueFalse,2,Because Two processes waiting for each other is correct.,الشرح بالعربية,12,
4958,2089,Which data structure uses LIFO?,ترجمة: Which data structure uses LIFO,MCQ,2,,,3,
2142,902,What does SQL stand for?,,MCQ,5,Because Structured Query Language is correct.,,11,
2682,1118,Output of 2**3 in Python?,,MCQ,2,Because 8 is correct.,,5,
5311,87,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,ShortAnswer,2,,,11,/uploads/questions/7ba8b54d-455d-4fc1-a983-9522532157d6.png
2280,969,What is a foreign key?,,MCQ,5,Because References a primary key in another table is correct.,,3,
2276,960,What is normalization in databases?,,MCQ,3,,,12,
4075,1677,What is normalization in databases?,,ShortAnswer,2,,الشرح بالعربية,10,
2528,1074,What is a deadlock?,,MCQ,1,,الشرح بالعربية,3,
1874,814,What is a foreign key?,,MCQ,5,Because References a primary key in another table is correct.,الشرح بالعربية,11,
4413,1850,What does API stand for?,ترجمة: What does API stand for?,MCQ,2,Because Application Programming Interface is correct.,,1,
3974,1641,What does OOP stand for?,ترجمة: What does OOP stand for?,MCQ,2,Because Object Oriented Programming is correct.,الشرح بالعربية,5,
5235,2198,Which protocol is stateless?,ترجمة: Which protocol is stateless?,TrueFalse,2,Because HTTP is correct.,,3,
1614,716,Output of 2**3 in Python?,ترجمة: Output of 2**3 in Python?,TrueFalse,5,,الشرح بالعربية,5,
4755,1995,What does OOP stand for?,,ShortAnswer,5,Because Object Oriented Programming is correct.,,5,
3121,1308,What does OOP stand for?,,MCQ,5,,,4,/uploads/questions/2f76aebe-230a-488a-a7b2-520e70640c48.png
2128,901,What is normalization in databases?,,MCQ,2,,الشرح بالعربية,10,
1862,811,What is a foreign key?,ترجمة: What is a foreign key?,MCQ,5,,,4,
264,137,Which algorithm underlies RSA?,,TrueFalse,3,,,11,
3813,1586,Which protocol is stateless?,,MCQ,2,Because HTTP is correct.,الشرح بالعربية,10,
4420,1851,What is a foreign key?,,MCQ,1,Because References a primary key in another table is correct.,,3,
675,309,What is normalization in databases?,ترجمة: What is normalization in datab,MCQ,2,,,7,
3679,1534,Which OSI layer handles routing?,,MCQ,3,,,10,
1055,498,What is normalization in databases?,ترجمة: What is normalization in datab,ShortAnswer,3,,,11,
562,277,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,MCQ,1,,,1,
154,60,Which sorting algorithm has worst-case O(n²)?,,MCQ,5,Because Bubble Sort is correct.,,13,
51,24,What is normalization in databases?,ترجمة: What is normalization in datab,TrueFalse,2,Because Reducing data redundancy is correct.,,1,
3674,1534,What is the time complexity of binary search?,ترجمة: What is the time complexity of,MCQ,1,Because O(log n) is correct.,,5,
4447,1864,Which algorithm underlies RSA?,,ShortAnswer,3,,الشرح بالعربية,8,/uploads/questions/43c4206a-60c3-47d4-bb0a-5163122c92a0.png
3550,1489,Which protocol is stateless?,ترجمة: Which protocol is stateless?,ShortAnswer,3,Because HTTP is correct.,,12,
4006,1656,What is normalization in databases?,,MCQ,1,,الشرح بالعربية,9,/uploads/questions/a2b814ce-39fb-4c3a-9db2-2f9182ce42e0.png
2009,850,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,MCQ,2,,,2,/uploads/questions/f7a7faef-a788-49f6-87f8-4adfeebf382e.png
762,350,Which sorting algorithm has worst-case O(n²)?,,MCQ,1,Because Bubble Sort is correct.,,8,
3068,1266,Which protocol is stateless?,,MCQ,5,Because HTTP is correct.,,10,
2171,909,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,MCQ,5,,الشرح بالعربية,4,
4358,1809,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,MCQ,2,,,12,
4130,1701,Which protocol is stateless?,,MCQ,5,,,5,
2194,933,What does SQL stand for?,,TrueFalse,1,Because Structured Query Language is correct.,الشرح بالعربية,2,
1291,604,Which is NOT a supervised learning algorithm?,ترجمة: Which is NOT a supervised lear,TrueFalse,2,Because K-Means is correct.,,6,
